"Sweep (n)","APD","APD value (ms)","APD value (mV)"
45,"APD 20",1.9,36.4999974505046
45,"APD 50",14.5,-4.24999970314094
45,"APD 90",41.6,-59.0499958754053
46,"APD 20",1.8,36.7999974295498
46,"APD 50",14.2,-4.24999970314094
46,"APD 90",41.6,-58.9499958823903
47,"APD 20",1.8,36.5999974435197
47,"APD 50",14.3,-4.14999971012586
47,"APD 90",41.5,-59.0499958754053
48,"APD 20",1.8,36.7999974295498
48,"APD 50",14.4,-4.24999970314094
48,"APD 90",41.7,-58.8999958858827
49,"APD 20",1.8,36.99999741558
49,"APD 50",14.4,-4.09999971361832
49,"APD 90",41.8,-58.9999958788978
