"Sweep (n)","APD","APD value (ms)","APD value (mV)"
342,"APD 20",1.8,25.0999982467853
342,"APD 50",11.2,-16.649998837011
342,"APD 90",43.3,-71.6499949953055
343,"APD 20",1.9,24.3499982991722
343,"APD 50",11.1,-16.5999988405034
343,"APD 90",43.2,-71.7499949883206
344,"APD 20",1.9,24.4499982921873
344,"APD 50",11.4,-16.7999988265336
344,"APD 90",43.2,-71.7999949848282
345,"APD 20",1.9,24.4999982886949
345,"APD 50",11.2,-16.6999988335185
345,"APD 90",43.3,-71.7999949848282
346,"APD 20",2,23.8999983306044
346,"APD 50",11.3,-16.9999988125638
346,"APD 90",43.2,-71.7999949848282
