"Sweep (n)","APD","APD value (ms)","APD value (mV)"
18,"APD 20",1.6,26.8499981245493
18,"APD 50",12,-10.3999992735684
18,"APD 90",51.1,-60.499995774124
19,"APD 20",1.7,26.3499981594738
19,"APD 50",12.3,-10.6499992561061
19,"APD 90",51,-60.4499957776165
20,"APD 20",1.8,25.899998190906
20,"APD 50",12.6,-10.9999992316589
20,"APD 90",51.4,-60.5999957671391
21,"APD 20",1.7,26.3499981594738
21,"APD 50",12.3,-10.8999992386438
21,"APD 90",51.1,-60.499995774124
22,"APD 20",1.6,26.8499981245493
22,"APD 50",12.5,-10.449999270076
22,"APD 90",51.6,-60.3499957846014
