"Sweep (n)","APD","APD value (ms)","APD value (mV)"
148,"APD 20",0.699999999999999,33.5999976530672
148,"APD 50",5.3,-6.99999951105567
148,"APD 90",26.5,-59.8999958160335
149,"APD 20",0.799999999999999,31.9499977683184
149,"APD 50",5.4,-7.54999947263862
149,"APD 90",26.6,-59.9499958125411
150,"APD 20",0.700000000000001,33.1999976810069
150,"APD 50",5.3,-7.44999947962354
150,"APD 90",26.7,-59.9999958090486
151,"APD 20",0.700000000000001,32.3499977403787
151,"APD 50",5.2,-7.14999950057829
151,"APD 90",26.8,-59.9999958090486
152,"APD 20",0.700000000000001,33.5999976530672
152,"APD 50",5.3,-7.14999950057829
152,"APD 90",26.8,-59.9499958125411
