"Sweep (n)","RR (ms)"
1,NA
2,600.55
3,588.15
4,597.35
5,606.6
6,589.55
7,596.95
8,585.25
9,606.65
10,592.650000000001
11,601.549999999999
12,606.5
13,595.700000000001
14,615.099999999999
15,621.1
16,618
17,593.199999999999
18,629.5
19,597.800000000001
20,610.75
21,619.099999999999
22,611.150000000001
23,602.049999999999
24,594.049999999999
25,618.450000000001
26,599.65
27,619
28,621.450000000001
29,625.899999999998
30,619.850000000002
31,626.899999999998
32,787.950000000001
33,721.650000000001
34,641.200000000001
35,645.799999999999
36,628.549999999999
37,612.25
38,659.649999999998
39,601.950000000001
40,602.75
41,606
42,638.5
43,641.900000000001
44,620.899999999998
45,637.550000000003
46,624.799999999999
47,639.950000000001
48,601.399999999998
49,608.600000000002
50,640.349999999999
51,639.5
52,624.049999999999
53,624.900000000001
54,635.049999999996
55,646.400000000001
56,636.349999999999
57,623.850000000006
58,613.449999999997
59,611.349999999999
60,621.400000000001
61,618.699999999997
62,615.600000000006
63,603.599999999999
64,625.799999999996
65,611.200000000004
66,592.900000000001
67,610.849999999999
68,679.400000000001
69,563.75
70,598.949999999997
71,598.400000000001
72,605.349999999999
73,573.799999999996
74,575.600000000006
75,588.449999999997
76,624.849999999999
77,546.200000000004
78,597.699999999997
79,602.900000000001
80,620.199999999997
81,571.349999999999
82,658.25
83,607.050000000003
84,606.449999999997
85,577.200000000004
86,616.099999999999
87,605.800000000003
88,606
89,622.049999999996
90,657.700000000004
91,631.949999999997
92,646.300000000003
93,589.349999999999
94,665.299999999996
95,589.950000000004
96,649
97,664.699999999997
98,626.400000000001
99,676.550000000003
100,782.949999999997
101,606.650000000001
102,633.199999999997
103,717.800000000003
104,631.699999999997
105,563.349999999999
106,734.900000000001
107,653.699999999997
108,594.550000000003
109,603.850000000006
