"Sweep (n)","RR (ms)"
1,NA
2,271.3
3,341.6
4,258.8
5,266.2
6,271.8
7,280.05
8,251.25
9,291.3
10,279.75
11,263.95
12,262.5
13,269.4
14,278
15,279.25
16,237.3
17,258.05
18,264.75
19,259.2
20,272.45
21,270.25
22,268.2
23,294.900000000001
24,259.45
25,236.7
26,286.3
27,257.65
28,291.200000000001
29,288.299999999999
30,254.8
31,284.15
32,260.15
33,397.900000000001
34,303.549999999999
35,288.4
36,287.25
37,282.9
38,298.25
39,237.400000000001
40,282.749999999998
41,666.25
42,286.35
43,282.35
44,267.9
45,304.85
46,262.9
47,299.200000000001
48,300.75
49,251.449999999999
50,320.800000000001
51,295
52,297.85
53,283.099999999999
54,298.700000000001
55,290.4
56,289.25
57,309.35
58,288.699999999999
59,288.400000000001
60,286.049999999999
61,311.349999999999
62,287.400000000001
63,296.099999999999
64,291.650000000001
65,275.150000000001
66,304.049999999999
67,280
68,266.049999999999
69,344
70,277.450000000001
71,399.75
72,301.049999999999
73,291.799999999999
74,289.350000000002
75,334.899999999998
76,360.450000000001
77,287.799999999999
78,289.75
79,270.25
80,313
81,330.549999999999
82,274
83,269.200000000001
84,298.849999999999
85,288.900000000001
86,382.950000000001
87,282.799999999999
88,300.299999999999
89,298
90,297.950000000001
91,332.099999999999
92,293.050000000003
93,283.049999999999
94,297.700000000001
95,310.5
96,304.149999999998
97,307.950000000001
98,291.75
99,297.650000000001
100,305.75
101,280.299999999999
102,677.799999999999
103,298.950000000001
104,316.099999999999
105,314
106,304
107,328.25
108,299.75
109,585
110,380.050000000003
111,344.5
112,340.599999999999
113,326.949999999997
114,697.150000000001
115,310.550000000003
116,275.099999999999
117,804.099999999999
118,316.900000000001
119,349.199999999997
120,311.450000000004
121,318.149999999994
122,306.75
123,318.650000000001
124,318.349999999999
125,296.200000000004
126,298.199999999997
127,313.550000000003
128,296.150000000001
129,318
130,347.299999999996
131,291.650000000001
132,311.650000000001
133,373.75
134,361.75
135,320.75
136,286.299999999996
137,322.5
138,295.450000000004
139,334.599999999999
140,308.650000000001
141,301.849999999999
142,322.449999999997
143,341.349999999999
144,314.100000000006
145,321.549999999996
146,313.800000000003
147,300.299999999996
148,302.200000000004
149,303.75
150,382.5
151,298.75
152,394.099999999999
153,350.25
154,293.150000000001
155,316
156,327.849999999999
157,306.5
158,320.949999999997
159,306.5
160,337.150000000001
161,288.849999999999
162,336.450000000004
163,492.699999999997
164,328.950000000004
165,282.649999999994
166,349.600000000006
167,315.449999999997
168,375.949999999997
169,321.550000000003
170,316.150000000001
171,322.849999999999
172,309
173,287
174,416.099999999999
175,311
176,318.150000000001
177,338.849999999999
178,315.25
179,337.650000000001
180,325.550000000003
181,330.099999999999
182,338.650000000001
183,319.75
184,307.649999999994
185,333.150000000001
186,325.450000000004
187,315.199999999997
188,289.800000000003
189,350.849999999999
190,325.25
191,380.650000000001
192,295.599999999999
193,292.5
194,375.5
195,678.599999999999
196,365.25
197,315.400000000001
198,340.799999999996
199,324.900000000001
200,353
201,317.650000000001
202,302.650000000001
203,356
204,506.549999999996
205,305.400000000001
206,323.350000000006
207,308.649999999994
208,339.75
209,505.600000000006
210,329.049999999988
211,314.600000000006
212,298.100000000006
213,314.699999999997
214,328.949999999997
215,301.699999999997
216,298.550000000003
217,325.75
218,309.949999999997
219,333.150000000009
220,423.099999999991
221,315.600000000006
222,298.399999999994
223,307.850000000006
224,374.099999999991
225,254
226,645.350000000006
227,411.649999999994
228,384.75
229,1012.90000000001
230,326.199999999997
231,755.550000000003
232,416.949999999997
233,1290.89999999999
234,365.650000000009
235,332.800000000003
236,299.349999999991
237,345.5
238,359.199999999997
239,324.800000000003
240,987.850000000006
241,339
242,345.099999999991
243,296.400000000009
244,765.050000000003
245,361.049999999988
246,859.700000000012
247,309.599999999991
248,331.900000000009
249,322.75
250,406.349999999991
251,337.150000000009
252,332.349999999991
253,318.800000000003
254,337.449999999997
255,286.800000000003
256,305.350000000006
257,311.549999999988
258,339.600000000006
259,322.349999999991
260,317.450000000012
261,332.049999999988
262,733.25
263,318.950000000012
264,401.449999999997
265,621.550000000003
266,654.5
267,1490.75
268,972.949999999997
269,274.149999999994
270,459.150000000009
271,678.149999999994
272,275.550000000003
273,321.25
274,331.149999999994
275,739.449999999997
276,380.700000000012
277,330.299999999988
278,707.300000000003
279,795.650000000009
280,951.949999999997
281,424.550000000003
282,598.5
283,1559.75
