"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
20,34.6,214.996342696165
21,34.6,198.150639194634
22,34.6,204.238896166655
23,34.8,183.273319526169
24,34.6,208.511357199652
