"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
18,43.16,122.070306701996
19,41.62,122.070306701996
20,42.68,152.587883377495
21,42.68,106.811518364246
22,38.16,137.329095039697
