"File Name","Ediast (mV)","Peak (mV)","APA (mV)","dV/dt max y (V/s)","Negative dV/dt max y (V/s)","SD1","SD2","SD1_SD2 Ratio","APD 20 (ms)","APD 50 (ms)","APD 90 (ms)"
"18703009",-77.6359945771883,22.3799984367751,100.015993013963,48.3333299572893,-12.1999991478399,0.961665222413706,8.25566666666666,0.116485471281993,34.6,73.72,124.68
"18703013",-69.8479951211738,53.5999962560834,123.447991377257,170.999988055789,-21.7999984772877,0.648181216087669,5.54427777777778,0.116909946086336,15.36,52.9,85.08
"18703017",-73.8529323414322,25.1899982404989,99.0429305819311,138.499990325888,-11.1999992176892,0.202703943940144,1.53566666666667,0.131997358762846,2.18,6.34,22.54
"18703020",-79.4469944506914,58.4199959194103,137.866990370102,339.999976251277,-28.3999980162829,1.32228968081885,4.72816666666667,0.279662239941946,6.86,35.86,70.08
"18703025",-75.7529947087143,63.2199955841342,138.972990292849,294.099979457354,-57.0999960116115,0.412478955692154,2.6115,0.157947139839998,0.62,9.76,44.48
"18703029",-76.5759946512284,26.7799981294387,103.355992780667,185.699987029005,-18.2999987217598,0.287556757682529,1.83888888888889,0.156375276081134,1.54,5.82,27.36
"18703033",-76.4259946617058,61.659995693099,138.085990354805,330.899976886904,-38.099997338746,0.674108464731174,3.37766666666667,0.199578150024033,2.22,20.18,49.9
"18703037",-78.0279945498074,52.8099963112643,130.837990861072,320.699977599366,-24.5999982817101,0.992306516265123,5.71594444444444,0.17360324718159,4.86,40.1,91.92
"18704003",-73.462994868669,53.9599962309377,127.422991099607,195.999986309559,-50.6999964586462,0.751890210661698,3.6545,0.205743661420632,0.66,11.48,54.8
"18704007",-76.9479946252445,64.1499955191745,141.097990144419,298.299979163988,-57.0999960116113,0.530330085889912,2.8635,0.185203452379924,0.68,12.18,41.62
"18704012",-75.3459947371429,58.2599959305862,133.605990667729,312.799978151169,-48.0999966402536,0.362981481009094,2.00511111111111,0.181028113104391,0.739999999999999,7.1,30.84
"18704016",-71.9489949744206,57.3799959920535,129.328990966474,274.699980812428,-26.3999981559813,1.65227284537257,5.74161111111111,0.287771639945294,9.42,41.24,96.28
"18704019",-77.2779946021943,52.1199963594602,129.397990961655,392.999972549266,-12.7999991059305,0.249844396019246,2.24477777777778,0.111300280362977,4.28,14.36,33.6
"18704023",-69.6289951364708,59.6299958348928,129.258990971364,378.999973527157,-19.9999986030163,0.21448905695992,1.73416666666667,0.12368422313883,2.02,9.28,25.8
"18710001",-75.4639947289007,53.2299962819276,128.693991010828,240.599983194286,-47.7999966612084,1.24922198009623,4.44644444444444,0.280948518688243,0.72,8.44,66.88
"18710003",-70.5159950745145,49.6699965305907,120.185991605105,282.79998024665,-13.499999057036,0.93809499637415,4.51588888888889,0.207732080982392,2.5,13.58,68.4
"18710007",-77.1679946098777,38.299997324776,115.467991934654,162.899988621568,-42.8999970034699,1.14315596291825,4.13094444444444,0.276729929025223,0.72,8.94,61.98
"18710010",-80.6629943657548,48.2799966276811,128.942990993436,370.09997414881,-24.6999982747251,0.874455386067363,3.69372222222222,0.236740971155452,1.66,13.36,54.92
"18710015",-73.4509948695072,67.5199952837827,140.97099015329,295.799979338605,-53.6666629180937,1.03473292313632,3.81794444444444,0.271018328892127,0.699999999999999,14.7,59.12
"18710018",-64.7539954769856,66.1499953794761,130.903990856462,270.59998109881,-42.9999969964847,0.379480639236779,2.12827777777778,0.17830409319643,0.800000000000001,6,32.16
"18710022",-80.4269943822392,42.0299970642386,122.456991446478,259.499981874136,-33.8999976321127,0.381837661840736,2.54688888888889,0.149923172348251,1.02,8.32,36.92
"18710027",-81.5559943033795,44.5999968847261,126.155991188106,362.699974665703,-18.4999987077901,0.770746391493339,4.00205555555555,0.192587629230536,4.04,30.24,59.32
"18710032",-82.6119942296187,45.0799968511985,127.691991080817,367.999974295499,-17.2999987916093,0.459619407771256,2.25694444444444,0.203646752981726,3.02,15.64,35.28
