"Sweep (n)","APD","APD value (ms)","APD value (mV)"
5,"APD 20",3.1,32.4999977299013
5,"APD 50",12.1,-6.09999957391994
5,"APD 90",30.6,-58.2999959277922
6,"APD 20",3.1,32.749997712439
6,"APD 50",12.1,-6.44999954947273
6,"APD 90",30.5,-58.0999959417621
7,"APD 20",3.2,32.8999977019617
7,"APD 50",12.6,-6.39999955296519
7,"APD 90",31.3,-58.1499959382696
8,"APD 20",3,32.5999977229164
8,"APD 50",12,-5.99999958090486
8,"APD 90",30.9,-58.0499959452545
9,"APD 20",3.2,32.649997719424
9,"APD 50",12.7,-5.99999958090486
9,"APD 90",31.7,-58.0499959452545
10,"APD 20",3.3,32.4499977333938
10,"APD 50",13.2,-6.44999954947273
10,"APD 90",32,-58.1499959382696
11,"APD 20",3.3,32.8499977054541
11,"APD 50",13.1,-6.2999995599501
11,"APD 90",32,-58.1499959382696
12,"APD 20",3.3,32.3499977403787
12,"APD 50",13.2,-6.2999995599501
12,"APD 90",32.4,-58.0999959417621
13,"APD 20",3.3,32.5999977229164
13,"APD 50",12.9,-6.19999956693502
13,"APD 90",31.2,-58.2499959312847
14,"APD 20",3.3,32.749997712439
14,"APD 50",12.7,-6.19999956693502
14,"APD 90",31.1,-58.1499959382696
