"Sweep (n)","APD","APD value (ms)","APD value (mV)"
72,"APD 20",1.5,25.1499982432929
72,"APD 50",11.9,-14.3999989941717
72,"APD 90",49.4,-66.6499953445515
73,"APD 20",1.5,24.699998274725
73,"APD 50",11.6,-14.4999989871867
73,"APD 90",48.6,-66.599995348044
74,"APD 20",1.5,24.7499982712326
74,"APD 50",11.8,-14.4999989871867
74,"APD 90",48.4,-66.5499953515364
75,"APD 20",1.6,24.0999983166345
75,"APD 50",11.9,-14.4999989871867
75,"APD 90",48.3,-66.7499953375666
76,"APD 20",1.5,25.0499982502778
76,"APD 50",12,-14.5999989802018
76,"APD 90",50.4,-66.7499953375666
77,"APD 20",1.6,24.6499982782175
77,"APD 50",11.8,-14.5999989802018
77,"APD 90",48.5,-66.7999953340741
78,"APD 20",1.6,24.3999982956798
78,"APD 50",12,-14.4999989871867
78,"APD 90",48.4,-66.7999953340741
79,"APD 20",1.6,24.3499982991722
79,"APD 50",11.7,-14.7499989697245
79,"APD 90",48.2,-66.7999953340741
80,"APD 20",1.6,24.2999983026647
80,"APD 50",11.9,-14.7499989697245
80,"APD 90",48.4,-66.7999953340741
81,"APD 20",1.6,24.3999982956798
81,"APD 50",12,-14.6999989732169
81,"APD 90",48.8,-66.7499953375666
