"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
423,5.4,181.499987322371
424,5.4,180.49998739222
425,5.4,180.999987357296
426,5.4,179.999987427145
427,5.4,179.999987427145
428,5.4,178.999987496994
429,5.4,178.499987531919
430,5.4,178.999987496994
431,5.4,176.999987636692
432,5.4,175.499987741466
