"Sweep (n)","APA (mV)"
354,144.599989899807
355,144.209989927048
356,144.114989933684
357,143.557489972625
358,143.249989994104
359,143.752489959004
360,144.337489918143
361,144.507489906268
362,143.982489942939
363,143.204989997247
