"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
19,7.8,168.151847481965
20,7.8,167.083732298323
21,7.8,166.62596864819
22,7.8,156.555168345278
23,7.8,161.743156380111
