"File Name","Ediast (mV)","Peak (mV)","APA (mV)","dV/dt max y (V/s)","Negative dV/dt max y (V/s)","RR (ms)","Frequency (Hz)","SD1","SD2","SD1_SD2 Ratio","APD 10 (ms)","APD 30 (ms)","APD 50 (ms)","APD 70 (ms)","APD 90 (ms)"
"2021_08_14_0000_C2",-50.7843671625248,32.701278828717,83.4856459912418,11.2792963393101,-11.0677078076746,536.905434782609,1.86252538196954,28.3408397899563,9.21344444444443,3.07603089819957,29.4344444444444,64.7544444444442,89.1999999999998,112.248888888889,142.722222222222
"2021_08_14_0000_C3",-53.8527980838704,38.5053343876126,92.358132471483,17.1228349131356,-10.6201166830946,348.916197183099,2.86601770876012,10.0833426997201,7.98316666666667,1.26307555895364,24.1621428571429,61.0314285714286,82.2321428571429,101.835714285714,128.018571428571
"2021_08_14_0000_C4",-51.6097997947598,39.8465651146012,91.456364909361,16.1381083436536,-10.5168264236169,463.838679245283,2.15592197189573,11.0450079221334,10.5203333333333,1.04987243010045,29.8576923076924,75.8192307692308,103.553846153846,132.9375,167.467307692308
