"Sweep (n)","RR (ms)"
1,NA
2,6893.95
3,7602.55
4,2752
5,3277.1
6,1878.25
7,1758.25
8,1737.55
9,1409.3
10,1592.2
11,1710
12,1385.15
13,1655.75
14,1337.10000000001
15,1653.2
16,1446.6
17,1346.8
18,566.949999999997
19,1093.7
20,1160.64999999999
21,1651.35
22,1402.75
23,1254.35000000001
24,719.549999999996
25,1214.25
26,1222.25
27,1170.8
28,1886.15
29,1292.14999999999
30,1199.05
31,632.400000000001
32,580.049999999996
33,359.550000000003
