"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
57,171.46,-152.587883377386
58,120.6,-152.587883377603
59,61.8,-152.587883377441
60,167.28,-152.587883377604
61,0.96,-152.587883377463
