"File Name","Ediast (mV)","Peak (mV)","APA (mV)","dV/dt max y (V/s)","Negative dV/dt max y (V/s)","STV","APD 20 (ms)","APD 50 (ms)","APD 90 (ms)"
"18711000",-74.2849948112529,61.5899956979884,135.874990509241,178.699987517947,-55.7999961024124,0.289913780286484,0.659999999999999,6.72,28
"18711005",-70.7639950571919,67.5799952795918,138.343990336784,283.699980183791,-58.0999959417616,0.21920310216783,0.560000000000004,5.52,27.26
"18711019",-75.8809946997736,49.1499965669123,125.030991266686,328.599977047554,-31.5999977927654,0.221560124771785,0.899999999999995,4.59999999999999,33.26
"18711023",-73.6839948532323,63.0299955974056,136.713990450638,205.69998563202,-83.4999941675915,0.193275853524323,0.500000000000001,1.18,18.36
"18711027",-77.9894945524966,50.7199964572491,128.709491009746,352.999975343239,-38.0999973387467,0.256915463831112,0.799999999999997,6.04,34.32
"18711031",-68.7384951986715,53.1699962861186,121.90849148479,344.699975922967,-26.999998114072,0.35591041319723,1.1,6.12,40.44
"18712004",-75.2959947406354,55.7499961059077,131.045990846543,342.19997609761,-21.4999984982426,0.367695526217004,3.52,16.36,45.66
"18712008",-72.759994917773,63.9399955338428,136.699990451616,358.699974945093,-35.7999974993993,0.381837661840735,1.94,13.64,45.08
"18712010",-78.1534945410413,58.1999959347772,136.353490475818,367.399974337402,-51.4999964027675,0.176776695296636,0.619999999999998,3.64,19.46
"18712017",-73.5504948625572,54.3899962009026,127.94049106346,343.29997602078,-27.7999980581921,0.263986531642977,1.1,6.18,36.74
"18712021",-69.8789951190085,71.4199950113709,141.298990130379,289.099979806601,-58.4999959138236,0.327626141949768,0.62,6.68,29.72
"18712026",-73.9809948324871,55.3999961303549,129.380990962842,370.099974148818,-13.7999990360812,0.212132034355963,3.02,11.32,32.22
"18712032",-74.33199480797,51.6299963936863,125.961991201656,343.29997602078,-14.2999990011568,0.556257334533418,4.52,16.74,47.84
"18712036",-72.9229636563897,64.1099955219684,137.032959178358,360.59997481239,-45.1999968428176,0.294627825494394,2,11.56,36.26
"18712040",-74.7609947780047,59.4099958502596,134.170990628264,387.999972898509,-32.8999977019614,0.226274169979696,1.02,5.06,23.24
"18712044",-72.2319949546533,68.7099952006622,140.941990155315,295.69997934559,-54.3999962002052,0.384194684444691,0.699999999999999,8.08,36.8
"18713000",-76.7764946372237,61.4199957098628,138.196490347086,529.099963042798,-46.9999967170891,0.172062650088727,1.24,7.52,22.5
"18713004",-73.2089948864107,62.6499956239483,135.858990510359,441.599969154601,-30.2999978835696,0.860313250443633,4.1,26.88,63.04
"18713008",-77.3534945969207,61.719995688908,139.073490285829,493.599965522433,-49.1999965634209,0.230988215187606,2.02,11.54,26.08
"18713012",-75.438994730647,65.7599954067173,141.198990137364,467.799967324546,-57.3999959906565,0.164991582276861,0.599999999999999,3.44,20.44
"18713017",-76.0494634380062,71.2799950211498,147.329458459156,242.799983040622,-96.2999932735251,0.638753125671847,0.499999999999996,3.18,34.46
"18713021",-75.5224947248146,78.3599945266175,153.882489251432,326.999977159317,-96.299993273521,0.551543289325506,0.440000000000003,3.38,31.38
"18713025",-80.5829943713427,63.9299955345413,144.512989905884,377.199973652883,-65.5999954178922,0.205060966544098,0.540000000000003,3.74,23.26
"18716001",-80.4314943819249,50.5299964705204,130.961490852445,428.599970062631,-39.3999972479427,0.436049181731704,1.16,6.88,36.54
"18716005",-84.3754941064397,55.49999612337,139.87549022981,392.799972563235,-33.4166643325399,0.103708994574026,0.919999999999999,4.32,17.9
"18716009",-80.378994385592,78.8599944916929,159.238988877285,416.499970907821,-98.8999930919173,0.35119636798932,0.499999999999999,5.02,28.84
"18716016",-77.2764946022991,60.9799957405964,138.256490342895,416.299970921788,-29.9999979045239,0.209775011752009,1.08,5.06,31.18
"18716020",-87.1124939152625,54.909996164581,142.022490079843,393.899972486398,-39.5999972339721,0.0966379267621629,0.839999999999998,3.92,18.54
"18716023",-81.4504943107486,62.3299956463,143.780489957049,379.09997352018,-61.5999956972912,0.252201418623202,0.600000000000001,3.92,29.56
