"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
273,5.4,-32.4999977299012
274,5.4,-30.9999978346749
275,5.4,-30.4999978695996
276,5.4,-30.999997834675
277,5.4,-30.4999978695996
