"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
56,19.8,341.999976111584
57,19.8,368.499974260581
58,19.8,361.999974714601
59,19.8,363.999974574903
60,19.8,366.49997440028
