"Sweep (n)","APD","APD value (ms)","APD value (mV)"
401,"APD 20",1.8,36.1499974749518
401,"APD 50",14.3,-4.54999968218619
401,"APD 90",43.4,-59.2499958614355
402,"APD 20",1.8,35.9499974889216
402,"APD 50",14.1,-4.59999967869373
402,"APD 90",43.2,-59.2499958614355
403,"APD 20",1.7,36.449997453997
403,"APD 50",14.1,-4.54999968218619
403,"APD 90",43.3,-59.1499958684204
404,"APD 20",1.7,36.5499974470121
404,"APD 50",14.2,-4.79999966472389
404,"APD 90",43.4,-59.299995857943
405,"APD 20",1.8,35.8499974959065
405,"APD 50",14.2,-4.84999966123143
405,"APD 90",43.3,-59.2499958614355
