"Sweep (n)","APD","APD value (ms)","APD value (mV)"
470,"APD 20",0.900000000000001,29.1499979638961
470,"APD 50",6.7,-10.5999992595986
470,"APD 90",24.7,-63.1999955855312
471,"APD 20",0.800000000000001,30.5499978661073
471,"APD 50",6.7,-10.2999992805533
471,"APD 90",24.7,-63.0999955925161
472,"APD 20",0.800000000000001,29.4499979429414
472,"APD 50",6.6,-10.2999992805533
472,"APD 90",24.6,-63.2499955820387
473,"APD 20",0.900000000000001,29.1499979638961
473,"APD 50",6.7,-10.0999992945232
473,"APD 90",24.6,-63.1999955855312
474,"APD 20",0.800000000000001,29.7499979219866
474,"APD 50",6.7,-10.449999270076
474,"APD 90",24.6,-63.0999955925161
