"Sweep (n)","APD","APD value (ms)","APD value (mV)"
613,"APD 20",1.7,23.8999983306044
613,"APD 50",7.9,-12.39999913387
613,"APD 90",31.8,-61.149995728722
614,"APD 20",1.7,24.1499983131421
614,"APD 50",8.1,-12.299999140855
614,"APD 90",31.8,-61.0999957322145
615,"APD 20",1.7,24.049998320127
615,"APD 50",8.1,-12.5499991233927
615,"APD 90",31.7,-61.149995728722
616,"APD 20",1.7,23.499998358544
616,"APD 50",8.1,-12.7499991094228
616,"APD 90",31.7,-61.149995728722
617,"APD 20",1.8,23.4499983620365
617,"APD 50",8.1,-12.7499991094228
617,"APD 90",31.7,-61.0999957322145
