"Sweep (n)","APD","APD value (ms)","APD value (mV)"
41,"APD 20",1,25.4499982223381
41,"APD 50",10.6,-14.5499989836943
41,"APD 90",43.7,-67.7999952642249
42,"APD 20",1,24.9499982572627
42,"APD 50",10.6,-14.6499989767094
42,"APD 90",43.7,-67.6999952712099
43,"APD 20",1,25.3999982258306
43,"APD 50",10.8,-14.5999989802018
43,"APD 90",43.8,-67.7499952677174
44,"APD 20",1,24.9499982572627
44,"APD 50",10.6,-14.4499989906792
44,"APD 90",43.6,-67.7999952642249
45,"APD 20",0.899999999999999,26.0999981769361
45,"APD 50",10.3,-13.9499990256038
45,"APD 90",43.4,-67.5999952781948
