"Sweep (n)","APD","APD value (ms)","APD value (mV)"
471,"APD 20",0.6,29.0999979673886
471,"APD 50",3.5,-10.0999992945232
471,"APD 90",15.9,-62.1999956553804
472,"APD 20",0.6,30.799997848645
472,"APD 50",3.5,-9.54999933294024
472,"APD 90",15.9,-62.1499956588729
473,"APD 20",0.6,30.9499978381676
473,"APD 50",3.5,-9.79999931547794
473,"APD 90",15.9,-62.1999956553804
474,"APD 20",0.6,28.8499979848509
474,"APD 50",3.5,-9.94999930500056
474,"APD 90",15.9,-62.1499956588729
475,"APD 20",0.699999999999998,27.6499980686699
475,"APD 50",3.5,-9.7499993189704
475,"APD 90",15.9,-62.0999956623653
