"Sweep (n)","APD","APD value (ms)","APD value (mV)"
156,"APD 20",1,21.9499984668103
156,"APD 50",4.5,-12.4499991303776
156,"APD 90",20.2,-59.6999958300034
157,"APD 20",1,22.0499984598254
157,"APD 50",4.5,-12.6499991164078
157,"APD 90",20.2,-59.5999958369883
158,"APD 20",1,22.4499984318857
158,"APD 50",4.6,-12.8499991024379
158,"APD 90",20.2,-59.6499958334958
159,"APD 20",1,22.5999984214083
159,"APD 50",4.5,-12.39999913387
159,"APD 90",20.2,-59.7499958265109
160,"APD 20",1,22.3499984388706
160,"APD 50",4.5,-12.4499991303776
160,"APD 90",20.3,-59.6999958300034
