"Sweep (n)","Ediast (mV)"
321,-67.6374952755754
322,-67.6474952748769
323,-67.5674952804649
324,-67.4774952867513
325,-67.5824952794171
326,-67.5774952797664
327,-67.4549952883229
328,-67.1049953127701
329,-67.0174953188819
330,-67.1474953098015
