"Sweep (n)","Peak x (ms)","Peak y (mV)"
469,6.4,56.0499960849529
470,6.3,55.7499961059077
471,6.4,56.1999960744755
472,6.4,55.8999960954303
473,6.3,55.7499961059077
474,6.4,56.0999960814605
475,6.4,55.7499961059077
476,6.4,55.6999961094001
477,6.4,55.9499960919378
478,6.4,56.0999960814605
