"Sweep (n)","Peak x (ms)","Peak y (mV)"
466,8.8,55.3499961338473
467,10,55.2999961373398
468,11.1,54.8999961652795
469,8.3,55.3499961338473
470,8.4,55.7499961059077
471,8.7,55.6999961094001
472,8.9,55.5499961198775
473,8.4,55.49999612337
474,8.7,55.5999961163851
475,8.4,55.3499961338473
