"Sweep (n)","APD","APD value (ms)","APD value (mV)","Absolute Time (s)"
1,"APD 10",28.45,36.6821271639425,386.75
1,"APD 30",66.4,16.1743156380112,424.7
1,"APD 50",87.4,-4.45556619462196,445.7
1,"APD 70",106.85,-25.2075183339571,465.15
1,"APD 90",128.15,-45.6542947065374,486.45
2,"APD 10",27.5,36.3769513971875,711.5
2,"APD 30",67.6,15.9301750246073,751.6
2,"APD 50",87.5,-4.76074196137689,771.5
2,"APD 70",107,-25.4516589473611,791
2,"APD 90",128.85,-46.0815407799943,812.85
3,"APD 10",29.4000000000001,36.4990217038895,1043.5
3,"APD 30",68.3,15.9301750246073,1082.4
3,"APD 50",89.7,-4.76074196137689,1103.8
3,"APD 70",109.45,-25.2075183339571,1123.55
3,"APD 90",131.6,-45.7763650132393,1145.7
4,"APD 10",28.25,36.2548810904855,1365.35
4,"APD 30",65.3499999999999,15.6860344112033,1402.45
4,"APD 50",87.3999999999999,-4.63867165467492,1424.5
4,"APD 70",106.55,-25.2075183339571,1443.65
4,"APD 90",129.4,-45.6542947065374,1466.5
5,"APD 10",28.6499999999999,36.3769513971875,1686.7
5,"APD 30",69,15.9912101779583,1727.05
5,"APD 50",90.8499999999999,-4.39453104127098,1748.9
5,"APD 70",110.7,-24.7802722605002,1768.75
5,"APD 90",132.1,-45.2270486330805,1790.15
6,"APD 10",26.3499999999999,36.4379865505385,2009.7
6,"APD 30",64.55,15.9301750246073,2047.9
6,"APD 50",87.6500000000001,-4.45556619462196,2071
6,"APD 70",107.15,-24.8413074138512,2090.5
6,"APD 90",128.95,-45.3491189397824,2112.3
7,"APD 10",27.5999999999999,35.4003889435717,2326.65
7,"APD 30",65.8499999999999,15.3198234910974,2364.9
7,"APD 50",88.25,-4.76074196137689,2387.3
7,"APD 70",107.45,-24.9633777205532,2406.5
7,"APD 90",129.5,-45.2270486330805,2428.55
8,"APD 10",27.8499999999999,36.3769513971875,2644.8
8,"APD 30",67.9499999999998,15.9912101779583,2684.9
8,"APD 50",88,-4.33349588791999,2704.95
8,"APD 70",107.6,-24.7802722605002,2724.55
8,"APD 90",129.6,-45.1660134797295,2746.55
9,"APD 10",27.3499999999999,35.9497053237306,2963.7
9,"APD 30",66.0499999999997,15.6860344112033,3002.4
9,"APD 50",88.6499999999996,-4.6997068080259,3025
9,"APD 70",107.95,-24.9023425672022,3044.3
9,"APD 90",130.7,-45.1660134797295,3067.05
10,"APD 10",26.4499999999998,34.9731428701148,3278.25
10,"APD 30",65.1999999999998,14.9536125709915,3317
10,"APD 50",85.6500000000001,-5.1269528814828,3337.45
10,"APD 70",105.45,-25.0854480272552,3357.25
10,"APD 90",129.15,-45.1660134797295,3380.95
11,"APD 10",26.5,35.5834944036247,3591.75
11,"APD 30",66.9500000000003,15.6860344112033,3632.2
11,"APD 50",89.7000000000003,-4.39453104127098,3654.95
11,"APD 70",109.75,-24.2919910336923,3675
11,"APD 90",132.95,-44.3115213328157,3698.2
12,"APD 10",27.2999999999997,35.3393537902208,3891.5
12,"APD 30",65.8499999999999,15.5639641045014,3930.05
12,"APD 50",87.8499999999999,-4.15039042786703,3952.05
12,"APD 70",107.15,-23.9868152669374,3971.35
12,"APD 90",129,-43.7011697993058,3993.2
13,"APD 10",29.75,35.7665998636777,4210.1
13,"APD 30",68.9000000000005,15.9301750246073,4249.25
13,"APD 50",89.9499999999998,-4.08935527451605,4270.3
13,"APD 70",108.8,-23.8647449602354,4289.15
13,"APD 90",130.6,-43.7622049526568,4310.95
14,"APD 10",31.4499999999998,35.4003889435717,4524.6
14,"APD 30",69.1999999999998,15.3198234910974,4562.35
14,"APD 50",88.1000000000004,-4.82177711472788,4581.25
14,"APD 70",107.15,-24.7802722605002,4600.3
14,"APD 90",129.25,-44.8608377129745,4622.4
15,"APD 10",27.25,35.6445295569757,4821.5
15,"APD 30",63.9499999999998,15.3808586444484,4858.2
15,"APD 50",85.6499999999996,-4.57763650132393,4879.9
15,"APD 70",105.2,-24.6582019537983,4899.45
15,"APD 90",127.25,-44.7387674062726,4921.5
16,"APD 10",28.0999999999995,36.3769513971875,5126.6
16,"APD 30",66.5999999999995,16.2963859447132,5165.1
16,"APD 50",89.3999999999996,-3.78417950776112,5187.9
16,"APD 70",109.2,-23.8037098068845,5207.7
16,"APD 90",131.599999999999,-43.9453104127098,5230.1
17,"APD 10",31.1499999999996,36.1328107837836,5430.35
17,"APD 30",69.1499999999996,15.9912101779583,5468.35
17,"APD 50",90.2999999999993,-4.02832012116506,5489.5
17,"APD 70",108.65,-24.1699207269904,5507.85
17,"APD 90",131.15,-44.3115213328157,5530.35
18,"APD 10",31.8000000000002,36.1328107837836,5737.55
18,"APD 30",72.9500000000007,16.1132804846602,5778.7
18,"APD 50",94,-4.08935527451605,5799.75
18,"APD 70",112.05,-24.2309558803414,5817.8
18,"APD 90",134.75,-44.4946267928686,5840.5
19,"APD 10",35.4000000000005,36.3159162438365,6043.2
19,"APD 30",80.3000000000002,16.1743156380112,6088.1
19,"APD 50",101.6,-3.96728496781408,6109.4
19,"APD 70",120.150000000001,-23.9868152669374,6127.95
19,"APD 90",142.7,-44.1284158727627,6150.5
20,"APD 10",34.4499999999998,36.9873029306974,6365.55
20,"APD 30",80.1000000000004,16.7236320181701,6411.2
20,"APD 50",100.95,-3.35693343430422,6432.05
20,"APD 70",119.65,-23.5595691934805,6450.75
20,"APD 90",140.4,-43.7011697993058,6471.5
21,"APD 10",35.3499999999995,36.7431623172934,6676.8
21,"APD 30",79.2999999999993,16.4794914047662,6720.75
21,"APD 50",100.599999999999,-3.72314435441013,6742.05
21,"APD 70",119.549999999999,-23.9868152669374,6761
21,"APD 90",141.299999999999,-44.1894510261137,6782.75
22,"APD 10",38.3000000000002,37.2924786974523,6986.45
22,"APD 30",81.5500000000002,16.967772631574,7029.7
22,"APD 50",102.25,-3.29589828095323,7050.4
22,"APD 70",119.599999999999,-23.5595691934805,7067.75
22,"APD 90",140.75,-43.8232401060078,7088.9
23,"APD 10",37.9000000000005,37.5976544642072,7291.7
23,"APD 30",83.5,17.089842938276,7337.3
23,"APD 50",104.7,-3.35693343430422,7358.5
23,"APD 70",123,-23.8647449602354,7376.8
23,"APD 90",144.7,-44.3115213328157,7398.5
24,"APD 10",35.1999999999998,38.3300763044191,7601.25
24,"APD 30",81,17.7612296251369,7647.05
24,"APD 50",102.25,-2.68554674744337,7668.3
24,"APD 70",120.75,-23.1933582733746,7686.8
24,"APD 90",142.65,-43.7622049526568,7708.7
25,"APD 10",35.1000000000004,37.2924786974523,7912.4
25,"APD 30",78.8000000000002,16.967772631574,7956.1
25,"APD 50",101.25,-3.4179685876552,7978.55
25,"APD 70",119.7,-23.7426746535335,7997
25,"APD 90",141.65,-44.1284158727627,8018.95
26,"APD 10",37.3500000000004,36.9873029306974,8225.55
26,"APD 30",80.7000000000007,16.9067374782231,8268.9
26,"APD 50",101.550000000001,-3.4179685876552,8289.75
26,"APD 70",120.25,-23.4374988867785,8308.45
26,"APD 90",141.75,-43.6401346459548,8329.95
27,"APD 10",36.5500000000011,37.4145490041543,8533.75
27,"APD 30",80.4500000000007,17.089842938276,8577.65
27,"APD 50",102.300000000001,-3.29589828095323,8599.5
27,"APD 70",121,-23.6206043468315,8618.2
27,"APD 90",143.25,-43.9453104127098,8640.45
28,"APD 10",36.8999999999996,37.6586896175582,8840.35
28,"APD 30",81.1000000000004,17.272948398329,8884.55
28,"APD 50",103.700000000001,-3.17382797425126,8907.15
28,"APD 70",121.700000000001,-23.4985340401295,8925.15
28,"APD 90",143.35,-44.0063455660607,8946.8
29,"APD 10",34.0999999999985,37.7197247709092,9153.85
29,"APD 30",79.3499999999985,17.211913244978,9199.1
29,"APD 50",100.5,-3.11279282090027,9220.25
29,"APD 70",118.449999999999,-23.5595691934805,9238.2
29,"APD 90",140.349999999999,-43.9453104127098,9260.1
30,"APD 10",34.3999999999996,36.6821271639425,9454.85
30,"APD 30",79.8500000000004,16.4184562514152,9500.3
30,"APD 50",102.6,-3.8452146611121,9523.05
30,"APD 70",120.9,-24.0478504202884,9541.35
30,"APD 90",143.700000000001,-44.2504861794647,9564.15
31,"APD 10",37.3499999999985,37.3535138508033,9763.35
31,"APD 30",81.8499999999985,17.150878091627,9807.85
31,"APD 50",104.949999999999,-3.11279282090027,9830.95
31,"APD 70",124.299999999999,-23.3764637334276,9850.3
31,"APD 90",146.699999999999,-43.6401346459548,9872.7
32,"APD 10",30.8500000000004,37.5366193108563,10069.95
32,"APD 30",74.5500000000011,17.150878091627,10113.65
32,"APD 50",95.9000000000015,-3.11279282090027,10135
32,"APD 70",114.35,-23.6206043468315,10153.45
32,"APD 90",136.1,-43.8232401060078,10175.2
33,"APD 10",32.5,36.6210920105915,10367.95
33,"APD 30",72.5,16.4794914047662,10407.95
33,"APD 50",94.5,-3.60107404770816,10429.95
33,"APD 70",113.25,-23.6206043468315,10448.7
33,"APD 90",135.050000000001,-43.6401346459548,10470.5
34,"APD 10",32.6499999999996,36.9262677773464,10668.65
34,"APD 30",75.25,16.7236320181701,10711.25
34,"APD 50",95.75,-3.54003889435718,10731.75
34,"APD 70",114.049999999999,-23.6816395001825,10750.05
34,"APD 90",136.099999999999,-44.0063455660607,10772.1
35,"APD 10",32.6499999999996,36.6821271639425,10963.95
35,"APD 30",74.7999999999993,16.6015617114681,11006.1
35,"APD 50",96.5,-3.47900374100619,11027.8
35,"APD 70",115.049999999999,-23.6816395001825,11046.35
35,"APD 90",136.449999999999,-43.6401346459548,11067.75
36,"APD 10",33.5500000000011,35.7055647103267,11261.4
36,"APD 30",71.8000000000011,15.8691398712563,11299.65
36,"APD 50",94.25,-4.02832012116506,11322.1
36,"APD 70",113.5,-23.9868152669374,11341.35
36,"APD 90",135.050000000001,-43.8232401060078,11362.9
37,"APD 10",33.4499999999989,36.5600568572405,11549.25
37,"APD 30",72.5,16.4184562514152,11588.3
37,"APD 50",94.5499999999993,-3.66210920105915,11610.35
37,"APD 70",114.799999999999,-23.8647449602354,11630.6
37,"APD 90",137.25,-43.8842752593588,11653.05
38,"APD 10",27.8000000000011,36.0107404770816,11839.3
38,"APD 30",66.9000000000015,15.9912101779583,11878.4
38,"APD 50",88.75,-3.8452146611121,11900.25
38,"APD 70",108.050000000001,-23.9257801135864,11919.55
38,"APD 90",131.35,-43.7622049526568,11942.85
39,"APD 10",32.5500000000011,34.7290022567109,12135.65
39,"APD 30",70.25,15.0146477243425,12173.35
39,"APD 50",90.6499999999996,-4.51660134797295,12193.75
39,"APD 70",110.050000000001,-24.1699207269904,12213.15
39,"APD 90",132.85,-43.8232401060078,12235.95
40,"APD 10",31.8000000000011,35.7665998636777,12434.3
40,"APD 30",71.5500000000011,15.9912101779583,12474.05
40,"APD 50",94.1000000000004,-4.02832012116506,12496.6
