"Sweep (n)","APD","APD value (ms)","APD value (mV)","Absolute Time (s)"
1,"APD 10",37.9499999999999,36.7431623172934,591.2
1,"APD 30",90.8499999999999,15.5639641045014,644.1
1,"APD 50",117.25,-5.67626926164168,670.5
1,"APD 70",139.2,-26.9165026277847,692.45
1,"APD 90",162.75,-48.2177711472788,716
2,"APD 10",34.15,36.3159162438365,946
2,"APD 30",88.85,15.1367180310445,1000.7
2,"APD 50",116,-5.85937472169463,1027.85
2,"APD 70",137.25,-26.9165026277847,1049.1
2,"APD 90",160.3,-48.0346656872258,1072.15
3,"APD 10",36.1000000000001,36.3159162438365,1302.55
3,"APD 30",90.75,15.1367180310445,1357.2
3,"APD 50",118.4,-5.79833956834365,1384.85
3,"APD 70",140.1,-26.9165026277847,1406.55
3,"APD 90",163.3,-47.9125953805238,1429.75
4,"APD 10",39.5500000000002,35.8276350170286,1646.8
4,"APD 30",91.5,14.7094719575876,1698.75
4,"APD 50",118.75,-6.16455048844956,1726
4,"APD 70",140.5,-27.1606432411887,1747.75
4,"APD 90",164.2,-48.1567359939278,1771.45
5,"APD 10",38.75,35.7665998636777,1985.8
5,"APD 30",89.4000000000001,14.8925774176405,2036.45
5,"APD 50",115.5,-5.92040987504562,2062.55
5,"APD 70",135.35,-26.7333971677318,2082.4
5,"APD 90",158.55,-47.6074196137689,2105.6
6,"APD 10",34.9000000000001,36.1328107837836,2345
6,"APD 30",89.1999999999998,15.2587883377464,2399.3
6,"APD 50",116.2,-5.49316380158872,2426.3
6,"APD 70",137.25,-26.3671862476259,2447.35
6,"APD 90",160.3,-47.302243847014,2470.4
7,"APD 10",41.9000000000001,36.0107404770816,2692.5
7,"APD 30",94.2999999999997,15.1977531843955,2744.9
7,"APD 50",119.7,-5.67626926164168,2770.3
7,"APD 70",139.9,-26.6113268610298,2790.5
7,"APD 90",163.3,-47.363279000365,2813.9
8,"APD 10",35.5,35.0341780234658,3040.55
8,"APD 30",86.5,14.5874016508856,3091.55
8,"APD 50",113.05,-5.92040987504562,3118.1
8,"APD 70",134.85,-26.4892565543278,3139.9
8,"APD 90",158.15,-46.9360329269081,3163.2
9,"APD 10",37.7000000000003,34.9731428701148,3394.7
9,"APD 30",89.5,14.5874016508856,3446.5
9,"APD 50",116.45,-5.85937472169463,3473.45
9,"APD 70",137.7,-26.3061510942749,3494.7
9,"APD 90",160.25,-46.7529274668551,3517.25
10,"APD 10",35.8500000000004,36.0717756304326,3761.35
10,"APD 30",92.1000000000004,15.1977531843955,3817.6
10,"APD 50",120.3,-5.79833956834365,3845.8
10,"APD 70",141.9,-26.6113268610298,3867.4
10,"APD 90",165.45,-47.5463844604179,3890.95
11,"APD 10",34.5999999999995,34.8510725634129,4100.05
11,"APD 30",86.5,14.3432610374817,4151.95
11,"APD 50",113.8,-6.22558564180055,4179.25
11,"APD 70",135.05,-26.6113268610298,4200.5
11,"APD 90",158.3,-47.05810323361,4223.75
12,"APD 10",36.8000000000002,34.484861643307,4463.35
12,"APD 30",88.25,14.2211907307797,4514.8
12,"APD 50",115.25,-6.22558564180055,4541.8
12,"APD 70",136.05,-26.5502917076788,4562.6
12,"APD 90",159.35,-46.9360329269081,4585.9
13,"APD 10",35.0500000000002,34.9731428701148,4838.85
13,"APD 30",91.1500000000005,14.4653313441836,4894.95
13,"APD 50",117.35,-6.04248018174759,4921.15
13,"APD 70",138.8,-26.4892565543278,4942.6
13,"APD 90",162.200000000001,-46.997068080259,4966
