"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
181,8.4,92.1173051949748
182,8.4,84.3658407193996
183,8.4,86.6394001817239
184,7.8,103.439326141583
185,9.8,65.7806365240252
