"Time (ms)","Sweep 26. Voltage (mV)","Sweep 27. Voltage (mV)","Sweep 28. Voltage (mV)","Sweep 29. Voltage (mV)","Sweep 30. Voltage (mV)"
0,-64.6972625520449,-64.6972625520449,-64.6972625520449,-64.39208678529,-64.6972625520449
0.5,-64.39208678529,-64.39208678529,-64.39208678529,-64.6972625520449,-64.6972625520449
1,-64.6972625520449,-64.39208678529,-64.6972625520449,-64.39208678529,-64.6972625520449
1.5,-64.6972625520449,-64.39208678529,-64.6972625520449,-64.39208678529,-64.39208678529
2,-64.6972625520449,-64.39208678529,-64.6972625520449,-64.39208678529,-64.39208678529
2.5,-64.6972625520449,-64.39208678529,-64.39208678529,-64.39208678529,-64.6972625520449
3,-64.39208678529,-64.39208678529,-64.6972625520449,-64.39208678529,-64.39208678529
3.5,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
4,-64.39208678529,-64.39208678529,-64.39208678529,-64.0869110185351,-64.39208678529
4.5,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
5,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
5.5,-64.39208678529,-64.39208678529,-64.39208678529,-64.0869110185351,-64.0869110185351
6,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
6.5,-64.39208678529,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.39208678529
7,-64.0869110185351,-64.0869110185351,-64.39208678529,-64.0869110185351,-64.39208678529
7.5,-64.0869110185351,-64.39208678529,-64.39208678529,-64.0869110185351,-64.0869110185351
8,-64.39208678529,-64.39208678529,-64.0869110185351,-64.0869110185351,-64.0869110185351
8.5,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.39208678529
9,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351
9.5,-64.0869110185351,-64.39208678529,-64.39208678529,-64.0869110185351,-64.39208678529
10,-64.39208678529,-64.39208678529,-64.39208678529,-64.0869110185351,-64.0869110185351
10.5,-64.0869110185351,-64.0869110185351,-64.0869110185351,-63.7817352517801,-64.0869110185351
11,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351
11.5,-64.0869110185351,-64.0869110185351,-64.0869110185351,-63.7817352517801,-63.7817352517801
12,-64.0869110185351,-64.0869110185351,-64.0869110185351,-63.7817352517801,-64.0869110185351
12.5,-64.0869110185351,-64.0869110185351,-64.0869110185351,-63.7817352517801,-64.0869110185351
13,-64.0869110185351,-63.7817352517801,-64.0869110185351,-63.7817352517801,-64.0869110185351
13.5,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351
14,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
14.5,-64.39208678529,-64.39208678529,-64.39208678529,-64.0869110185351,-64.39208678529
15,-64.39208678529,-64.0869110185351,-64.39208678529,-64.39208678529,-64.39208678529
15.5,-64.39208678529,-64.0869110185351,-64.39208678529,-64.39208678529,-64.39208678529
16,-64.0869110185351,-64.39208678529,-64.39208678529,-64.0869110185351,-64.39208678529
16.5,-64.39208678529,-64.39208678529,-64.39208678529,-64.0869110185351,-64.39208678529
17,-64.39208678529,-64.39208678529,-64.39208678529,-64.0869110185351,-64.39208678529
17.5,-64.6972625520449,-64.39208678529,-64.39208678529,-64.39208678529,-64.6972625520449
18,-64.39208678529,-64.6972625520449,-64.39208678529,-64.39208678529,-64.39208678529
18.5,-64.39208678529,-64.39208678529,-64.39208678529,-64.0869110185351,-64.39208678529
19,-64.39208678529,-64.0869110185351,-64.39208678529,-64.0869110185351,-64.39208678529
19.5,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.6972625520449
20,-64.6972625520449,-64.6972625520449,-64.6972625520449,-64.6972625520449,-64.6972625520449
20.5,-64.6972625520449,-64.39208678529,-64.39208678529,-64.39208678529,-64.6972625520449
21,-64.6972625520449,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
21.5,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
22,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
22.5,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
23,-64.6972625520449,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
23.5,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
24,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
24.5,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
25,-64.39208678529,-64.39208678529,-64.0869110185351,-64.0869110185351,-64.0869110185351
25.5,-64.39208678529,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351
26,-64.39208678529,-64.0869110185351,-64.0869110185351,-64.39208678529,-64.39208678529
26.5,-64.39208678529,-64.39208678529,-64.39208678529,-64.0869110185351,-64.0869110185351
27,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351
27.5,-64.39208678529,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.39208678529
28,-64.39208678529,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.39208678529
28.5,-64.0869110185351,-64.0869110185351,-64.39208678529,-64.0869110185351,-64.0869110185351
29,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351
29.5,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351
30,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.39208678529
30.5,-64.0869110185351,-64.0869110185351,-64.0869110185351,-63.7817352517801,-64.0869110185351
31,-64.0869110185351,-64.0869110185351,-63.7817352517801,-63.7817352517801,-63.7817352517801
31.5,-64.0869110185351,-64.0869110185351,-64.0869110185351,-63.7817352517801,-64.0869110185351
32,-64.0869110185351,-64.0869110185351,-63.7817352517801,-64.0869110185351,-64.0869110185351
32.5,-64.0869110185351,-63.7817352517801,-64.0869110185351,-64.0869110185351,-64.0869110185351
33,-63.7817352517801,-64.0869110185351,-64.0869110185351,-63.7817352517801,-64.0869110185351
33.5,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351
34,-64.39208678529,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.39208678529
34.5,-64.39208678529,-64.0869110185351,-64.39208678529,-64.39208678529,-64.39208678529
35,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
35.5,-64.39208678529,-64.39208678529,-64.0869110185351,-64.0869110185351,-64.39208678529
36,-64.39208678529,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.39208678529
36.5,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
37,-64.39208678529,-64.6972625520449,-64.39208678529,-64.39208678529,-64.39208678529
37.5,-64.39208678529,-64.6972625520449,-64.39208678529,-64.39208678529,-64.39208678529
38,-64.6972625520449,-64.39208678529,-64.39208678529,-64.39208678529,-64.6972625520449
38.5,-64.0869110185351,-64.0869110185351,-64.39208678529,-64.0869110185351,-64.6972625520449
39,-64.0869110185351,-64.0869110185351,-64.39208678529,-64.0869110185351,-64.39208678529
39.5,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
40,-64.6972625520449,-64.6972625520449,-64.6972625520449,-64.39208678529,-64.39208678529
40.5,-64.6972625520449,-64.39208678529,-64.6972625520449,-64.39208678529,-64.6972625520449
41,-64.39208678529,-64.39208678529,-64.6972625520449,-64.39208678529,-64.39208678529
41.5,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
42,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
42.5,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.6972625520449
43,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
43.5,-64.39208678529,-64.6972625520449,-64.39208678529,-64.39208678529,-64.6972625520449
44,-64.39208678529,-64.39208678529,-64.39208678529,-64.0869110185351,-64.39208678529
44.5,-64.39208678529,-64.39208678529,-64.39208678529,-64.0869110185351,-64.39208678529
45,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529,-64.39208678529
45.5,-64.0869110185351,-64.39208678529,-64.39208678529,-64.0869110185351,-64.39208678529
46,-64.39208678529,-64.39208678529,-64.39208678529,-64.0869110185351,-64.39208678529
46.5,-64.39208678529,-64.39208678529,-64.0869110185351,-64.0869110185351,-64.0869110185351
47,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.39208678529
47.5,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351
48,-64.0869110185351,-64.39208678529,-64.39208678529,-64.0869110185351,-64.0869110185351
48.5,-64.0869110185351,-64.39208678529,-64.0869110185351,-64.0869110185351,-64.0869110185351
49,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.39208678529
49.5,-64.0869110185351,-64.39208678529,-64.39208678529,-64.0869110185351,-64.39208678529
50,-64.39208678529,-64.39208678529,-64.0869110185351,-64.0869110185351,-64.0869110185351
50.5,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351
51,-64.0869110185351,-64.0869110185351,-64.0869110185351,-63.7817352517801,-64.0869110185351
51.5,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351,-64.0869110185351
52,-64.0869110185351,-64.0869110185351,-64.0869110185351,-63.7817352517801,-64.0869110185351
