"File Name","Ediast (mV)","Peak (mV)","APA (mV)","dV/dt max y (V/s)","Negative dV/dt max y (V/s)","STV","APD 20 (ms)","APD 50 (ms)","APD 90 (ms)"
"18703010",-72.9439949049207,-5.77999959627168,67.163995308649,0.999999930150802,-21.9999984633177,0.0424264068711931,31.58,59.2,92.32
"18703014",-69.2939951598702,46.1799967743644,115.473991934235,154.599989201315,-20.9999985331674,0.410121933088197,18.16,43.88,69.68
"18703018",-73.5244948643732,21.1799985205942,94.7044933849674,117.599991785735,-9.58333266394524,0.176776695296637,2.54,6.96,23.54
"18703021",-77.3974945938473,59.0299958768023,136.42749047065,294.3999794364,-34.1999976111578,0.645824193483715,3.74,38.5,71.18
"18703026",-77.3944945940569,61.5599957000839,138.954490294141,293.099979527201,-58.3999959208071,0.30169889330626,0.62,9.48,41.36
"18703030",-75.5824947206236,17.9199987483025,93.5024934689261,143.599989969656,-13.0999990849757,0.195632876128278,2,6.76,30.4
"18703034",-77.6044945793886,60.7499957566617,138.35449033605,314.099978060369,-42.4999970314093,0.412478955692153,1.72,17,42.16
"18703038",-75.1399947515319,44.6199968833292,119.759991634861,221.299984542374,-26.199998169951,0.572756492761103,3.78,35.28,77.3
"18704004",-75.9889946922299,58.3999959208073,134.388990613037,201.499985925391,-55.2999961373395,0.42897811391984,0.62,11.34,52.42
"18704008",-76.4234946618804,57.0899960123098,133.51349067419,296.099979317655,-46.7999967310583,0.329983164553722,0.919999999999999,11.62,39.22
"18704013",-73.6274948571788,59.0299958768023,132.657490733981,250.999982467855,-51.1999964237207,0.252201418623202,0.68,7.36,35.58
"18704020",-76.3214946690051,50.5899964663295,126.911491135335,380.299973436352,-10.4999992665835,0.254558441227157,4.92,16.82,38.4
"18704024",-68.2904952299639,59.1599958677219,127.450491097686,369.099974218664,-19.0999986658803,0.21920310216783,2.72,12.34,32.94
"18710004",-71.340995016889,41.9699970684295,113.310992085318,202.69998584157,-10.3333326115584,0.518544972870136,3.04,13.9,68.62
"18710011",-81.2199943268488,46.1999967729674,127.419991099816,337.899976397958,-26.7999981280418,0.650538238691625,1.54,13.24,52.8
"18710019",-64.861464219479,67.3999952921646,132.261459511644,258.599981936999,-52.3999963399023,0.282842712474619,0.659999999999999,5.72,29.64
"18710023",-83.3114941807592,41.0099971354847,124.321491316244,256.399982090669,-37.8999973527158,0.320555074137902,0.96,8.42,35.7
"18710028",-82.9649629549642,39.1299972668012,122.094960221765,326.099977222178,-16.5999988405034,0.426621091315882,5.16,29.32,54.56
"18710033",-83.964962885115,40.9599971389772,124.924960024092,339.799976265244,-17.4999987776392,0.348839345385364,2.72,13.8,34.18
