"Sweep (n)","APD","APD value (ms)","APD value (mV)"
149,"APD 10",4.48,34.484861643307
149,"APD 20",11.1,23.1933582733746
149,"APD 50",49.06,-10.9863276031774
149,"APD 70",93.96,-33.5693343430422
149,"APD 90",110.56,-56.1523410829069
150,"APD 10",4.74,34.179685876552
150,"APD 20",11.62,22.8881825066197
150,"APD 50",47.76,-11.2915033699324
150,"APD 70",93.42,-33.8745101097971
150,"APD 90",110.52,-56.7626926164168
151,"APD 10",4.02,34.7900374100619
151,"APD 20",10.52,23.1933582733746
151,"APD 50",48.24,-10.9863276031774
151,"APD 70",92.92,-33.5693343430422
151,"APD 90",110.6,-56.4575168496618
152,"APD 10",4.14,34.484861643307
152,"APD 20",11.62,22.8881825066197
152,"APD 50",47.2,-10.9863276031774
152,"APD 70",93.44,-33.8745101097971
152,"APD 90",110.38,-56.7626926164168
153,"APD 10",4.66,34.179685876552
153,"APD 20",10.66,22.8881825066197
153,"APD 50",48.26,-10.9863276031774
153,"APD 70",92.16,-33.5693343430422
153,"APD 90",108.82,-56.4575168496618
