"Sweep (n)","APD","APD value (ms)","APD value (mV)"
198,"APD 20",25,24.517822813641
198,"APD 50",56.4,-13.9801028515421
198,"APD 90",72.4,-65.7775893608687
199,"APD 20",24.6,24.5147710557603
199,"APD 50",56.6,-14.3371585235855
199,"APD 90",72.4,-65.9484878021886
200,"APD 20",25.6,24.4079595299354
200,"APD 50",57,-14.1357425034585
200,"APD 90",72.8,-65.8660903394093
201,"APD 20",25.4,24.4506841402654
201,"APD 50",56.4,-14.1082766825321
201,"APD 90",72.4,-65.9210219812622
202,"APD 20",25,24.5513921503289
202,"APD 50",56.6,-13.9678958200193
202,"APD 90",72.6,-65.7714858451073
