"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
321,5.7,304.999978695995
322,5.7,309.99997834675
323,5.7,307.999978486448
324,5.7,296.499979289714
325,5.7,310.499978311825
