"Sweep (n)","APD","APD value (ms)","APD value (mV)"
20,"APD 20",1.6,23.4499983620365
20,"APD 50",10.9,-10.7499992491212
20,"APD 90",39.2,-56.1999960744755
21,"APD 20",1.5,23.5999983515591
21,"APD 50",11.1,-10.5999992595986
21,"APD 90",39.4,-56.1999960744755
22,"APD 20",1.6,23.2999983725139
22,"APD 50",10.9,-10.6999992526137
22,"APD 90",39.2,-55.9999960884454
23,"APD 20",1.6,23.4499983620365
23,"APD 50",11.1,-10.549999263091
23,"APD 90",39.2,-56.0999960814605
24,"APD 20",1.4,23.8999983306044
24,"APD 50",10.7,-10.6499992561061
24,"APD 90",39.2,-56.1999960744755
