"Sweep (n)","APD","APD value (ms)","APD value (mV)"
649,"APD 20",4,22.4999984283932
649,"APD 50",17.7,-13.1999990779907
649,"APD 90",38.9,-60.6999957601542
650,"APD 20",4,22.6499984179158
650,"APD 50",17.9,-13.1499990814832
650,"APD 90",38.9,-60.7499957566617
651,"APD 20",4,22.3999984353781
651,"APD 50",17.7,-12.949999095453
651,"APD 90",38.7,-60.5499957706316
652,"APD 20",4.1,22.4999984283932
652,"APD 50",17.7,-12.949999095453
652,"APD 90",38.6,-60.6499957636466
653,"APD 20",4,22.5999984214083
653,"APD 50",17.9,-13.1499990814832
653,"APD 90",38.6,-60.6499957636466
