"Sweep (n)","APD","APD value (ms)","APD value (mV)"
230,"APD 20",3.9,-0.699999951105567
230,"APD 50",12.8,-21.9499984668103
230,"APD 90",32.8,-50.3999964796008
231,"APD 20",3.6,0.199999986030162
231,"APD 50",12.3,-21.4499985017349
231,"APD 90",32.8,-50.4499964761084
232,"APD 20",3.7,-0.399999972060324
232,"APD 50",12.3,-21.7999984772877
232,"APD 90",32.6,-50.3499964830933
233,"APD 20",3.8,-1.49999989522622
233,"APD 50",12.6,-22.4999984283932
233,"APD 90",32.6,-50.0999965005556
234,"APD 20",3.8,-1.34999990570359
234,"APD 50",12.1,-22.199998449348
234,"APD 90",32.5,-50.3499964830933
