"Sweep (n)","APD","APD value (ms)","APD value (mV)"
884,"APD 20",0.6,30.9499978381676
884,"APD 50",4.1,-8.69999939231205
884,"APD 90",22,-60.8999957461843
885,"APD 20",0.6,31.0499978311827
885,"APD 50",4.1,-8.49999940628189
885,"APD 90",22,-60.8999957461843
886,"APD 20",0.500000000000001,31.7499977822882
886,"APD 50",4,-8.74999938881959
886,"APD 90",22,-60.8999957461843
887,"APD 20",0.499999999999999,31.7999977787958
887,"APD 50",4,-8.64999939580451
887,"APD 90",21.9,-60.9499957426919
888,"APD 20",0.6,31.4999977997505
888,"APD 50",4.1,-8.64999939580451
888,"APD 90",21.9,-61.0999957322145
