"Sweep (n)","APD","APD value (ms)","APD value (mV)"
712,"APD 20",1.1,29.7499979219866
712,"APD 50",10,-8.79999938532713
712,"APD 90",32.6,-60.6999957601542
713,"APD 20",1.1,29.2999979534187
713,"APD 50",9.9,-9.04999936786483
713,"APD 90",32.5,-60.6999957601542
714,"APD 20",1.1,29.1999979604037
714,"APD 50",9.6,-8.89999937834221
714,"APD 90",32.4,-60.5999957671391
715,"APD 20",1.1,29.7999979184941
715,"APD 50",9.9,-8.89999937834221
715,"APD 90",32.4,-60.6499957636466
716,"APD 20",1.2,29.049997970881
716,"APD 50",9.8,-9.04999936786483
716,"APD 90",32.2,-60.499995774124
