"Sweep (n)","APD","APD value (ms)","APD value (mV)"
808,"APD 20",1.8,30.89999784166
808,"APD 50",13.7,-7.49999947613108
808,"APD 90",42.2,-59.1499958684204
809,"APD 20",1.7,31.0999978276902
809,"APD 50",13.7,-7.44999947962354
809,"APD 90",42.2,-59.0999958719129
810,"APD 20",1.8,31.1499978241977
810,"APD 50",13.9,-7.49999947613108
810,"APD 90",42,-59.0999958719129
811,"APD 20",1.8,31.0999978276902
811,"APD 50",14.1,-7.34999948660846
811,"APD 90",42,-59.0999958719129
812,"APD 20",1.7,31.3999978067354
812,"APD 50",13.8,-7.29999949010091
812,"APD 90",42.1,-59.0499958754053
