"Sweep (n)","APD","APD value (ms)","APD value (mV)"
247,"APD 20",1.4,15.7499988998753
247,"APD 50",8.3,-18.5999987008051
247,"APD 90",26,-63.4499955680689
248,"APD 20",1.5,15.2999989313074
248,"APD 50",8.2,-18.1999987287447
248,"APD 90",25.9,-63.5999955575915
249,"APD 20",1.5,15.5499989138451
249,"APD 50",8.6,-18.2999987217598
249,"APD 90",25.9,-63.3499955750538
250,"APD 20",1.5,15.1499989417848
250,"APD 50",8.3,-18.3999987147749
250,"APD 90",25.8,-63.3999955715614
251,"APD 20",1.5,15.2499989347999
251,"APD 50",8.4,-18.3999987147749
251,"APD 90",25.9,-63.3499955750538
