"Sweep (n)","APD","APD value (ms)","APD value (mV)"
19,"APD 20",2.5,12.2070306701972
19,"APD 50",11.5,-23.4985340401295
19,"APD 70",70.5,-46.6918923135041
19,"APD 90",230.5,-70.8007778871435
20,"APD 20",2.5,11.9018549034422
20,"APD 50",11,-22.5830067398647
20,"APD 70",69,-46.6918923135041
20,"APD 90",230.5,-70.8007778871435
21,"APD 20",2.5,12.5122064369521
21,"APD 50",11,-22.2778309731098
21,"APD 70",71,-46.3867165467492
21,"APD 90",231,-69.8852505868787
22,"APD 20",2.5,12.5122064369521
22,"APD 50",11.5,-22.8881825066197
22,"APD 70",71,-46.6918923135041
22,"APD 90",244,-71.1059536538984
23,"APD 20",2.5,14.0380852707267
23,"APD 50",11.5,-22.8881825066197
23,"APD 70",70,-46.997068080259
23,"APD 90",245,-71.4111294206534
