"Sweep (n)","APD","APD value (ms)","APD value (mV)"
11,"APD 20",1.5,35.0952131768168
11,"APD 50",5.50000000000001,-2.1362303672845
11,"APD 70",19,-27.4658190079436
11,"APD 90",81.5,-52.4902318818478
12,"APD 20",1.5,37.2314435441013
12,"APD 50",5.5,-1.22070306701972
12,"APD 70",18,-26.5502917076788
12,"APD 90",81,-51.574704581583
13,"APD 20",1.5,36.6210920105915
13,"APD 50",5.5,-1.52587883377464
13,"APD 70",18.5,-26.8554674744337
13,"APD 90",84,-51.574704581583
14,"APD 20",1.5,36.6210920105915
14,"APD 50",5.50000000000001,-1.52587883377464
14,"APD 70",19,-27.1606432411887
14,"APD 90",82.5,-52.1850561150928
15,"APD 20",1.5,32.9589828095323
15,"APD 50",5.5,-2.44140613403943
15,"APD 70",18.5,-26.8554674744337
15,"APD 90",82.5,-51.574704581583
