"Sweep (n)","APD","APD value (ms)","APD value (mV)"
4,"APD 20",1.5,23.4985340401295
4,"APD 50",4.5,-7.93456993562815
4,"APD 70",10.5,-31.4331039757577
4,"APD 90",45,-53.7109349488675
5,"APD 20",1.5,23.1933582733746
5,"APD 50",4.5,-7.32421840211829
5,"APD 70",10.5,-31.4331039757577
5,"APD 90",45,-53.7109349488675
6,"APD 20",1.5,21.9726552063549
6,"APD 50",4.5,-8.54492146913801
6,"APD 70",10.5,-31.4331039757577
6,"APD 90",45,-53.7109349488675
7,"APD 20",1.5,21.6674794396
7,"APD 50",4.5,-8.54492146913801
7,"APD 70",10,-30.8227524422478
7,"APD 90",45.5,-53.7109349488675
8,"APD 20",1,28.3813463082084
8,"APD 50",4.5,-9.76562453615772
8,"APD 70",10.5,-31.7382797425126
8,"APD 90",45,-53.7109349488675
