"Sweep (n)","APD","APD value (ms)","APD value (mV)"
7,"APD 20",2.5,11.5966791366873
7,"APD 50",12,-23.1933582733746
7,"APD 70",77,-48.2177711472788
7,"APD 90",239.5,-72.6318324876731
8,"APD 20",2.5,10.9863276031774
8,"APD 50",12.5,-24.4140613403943
8,"APD 70",79,-48.2177711472788
8,"APD 90",238,-72.3266567209181
9,"APD 20",2.5,11.9018549034422
9,"APD 50",12,-23.4985340401295
9,"APD 70",80.5,-48.2177711472788
9,"APD 90",240,-72.3266567209181
10,"APD 20",2.5,10.9863276031774
10,"APD 50",12,-23.8037098068845
10,"APD 70",76.5,-48.2177711472788
10,"APD 90",239,-72.3266567209181
11,"APD 20",2.5,12.2070306701972
11,"APD 50",12.5,-24.1088855736394
11,"APD 70",80,-48.2177711472788
11,"APD 90",238.5,-72.6318324876731
