"Sweep (n)","APD","APD value (ms)","APD value (mV)"
16,"APD 20",4.99999999999999,-4.88281226807886
16,"APD 50",21,-36.6210920105915
16,"APD 70",46,-57.6782199166816
16,"APD 90",167,-79.0405235895266
17,"APD 20",4.99999999999999,-4.88281226807886
17,"APD 50",21,-36.6210920105915
17,"APD 70",46,-57.6782199166816
17,"APD 90",248,-78.7353478227716
18,"APD 20",4.99999999999999,-4.88281226807886
18,"APD 50",20.5,-36.3159162438365
18,"APD 70",45.5,-57.6782199166816
18,"APD 90",149.5,-78.7353478227716
19,"APD 20",4.49999999999999,-1.83105460052957
19,"APD 50",19,-33.8745101097971
19,"APD 70",43,-55.2368137826421
19,"APD 90",149.5,-76.2939416887322
20,"APD 20",4.99999999999999,-4.57763650132393
20,"APD 50",20,-35.4003889435717
20,"APD 70",45,-56.7626926164168
20,"APD 90",148.5,-77.8198205225069
