"Sweep (n)","APD","APD value (ms)","APD value (mV)"
14,"APD 20",2,6.40869110185351
14,"APD 50",9.5,-27.7709947746985
14,"APD 70",59.5,-49.1332984475435
14,"APD 90",324,-70.8007778871435
15,"APD 20",2.5,4.272460734569
15,"APD 50",10,-28.0761705414535
15,"APD 70",56,-48.8281226807886
15,"APD 90",300,-69.8852505868787
16,"APD 20",2,7.01904263536336
16,"APD 50",10,-27.7709947746985
16,"APD 70",60.5,-49.1332984475435
16,"APD 90",330,-71.1059536538984
17,"APD 20",2.5,5.18798803483379
17,"APD 50",10,-28.0761705414535
17,"APD 70",71.5,-48.8281226807886
17,"APD 90",337,-70.1904263536336
18,"APD 20",2.5,7.01904263536336
18,"APD 50",10,-27.1606432411887
18,"APD 70",69,-49.4384742142985
18,"APD 90",351,-71.7163051874083
