"Sweep (n)","APD","APD value (ms)","APD value (mV)"
19,"APD 20",1.5,19.2260733055605
19,"APD 50",4.5,-9.4604487694028
19,"APD 70",10,-32.6538070427774
19,"APD 90",42,-53.7109349488675
20,"APD 20",1.5,18.0053702385408
20,"APD 50",4.5,-10.6811518364225
20,"APD 70",9.5,-32.3486312760225
20,"APD 90",42,-53.7109349488675
21,"APD 20",1.5,18.9208975388056
21,"APD 50",4.5,-10.3759760696676
21,"APD 70",9.5,-32.0434555092675
21,"APD 90",42,-53.7109349488675
22,"APD 20",1.5,18.6157217720507
22,"APD 50",4.5,-10.3759760696676
22,"APD 70",10,-32.9589828095323
22,"APD 90",42.5,-54.3212864823773
23,"APD 20",1.5,25.3295886406591
23,"APD 50",5,-10.6811518364225
23,"APD 70",10,-32.0434555092675
23,"APD 90",43,-54.0161107156224
