"Sweep (n)","APD","APD value (ms)","APD value (mV)"
23,"APD 20",3.5,12.5122064369521
23,"APD 50",14,-20.7519521393352
23,"APD 70",50,-44.2504861794647
23,"APD 90",130.5,-67.1386686860844
24,"APD 20",3.5,11.9018549034422
24,"APD 50",14,-21.0571279060901
24,"APD 70",49.5,-43.9453104127098
24,"APD 90",129.5,-67.1386686860844
25,"APD 20",3.5,11.9018549034422
25,"APD 50",13.5,-20.4467763725802
25,"APD 70",48.5,-43.3349588791999
25,"APD 90",124,-65.9179656190646
26,"APD 20",3,14.0380852707267
26,"APD 50",14.5,-21.362303672845
26,"APD 70",51.5,-44.5556619462196
26,"APD 90",127.5,-67.4438444528393
27,"APD 20",3,12.5122064369521
27,"APD 50",14,-21.9726552063549
27,"APD 70",49.5,-44.8608377129745
27,"APD 90",128,-67.7490202195942
