"Sweep (n)","APD","APD value (ms)","APD value (mV)"
15,"APD 20",2.5,5.49316380158872
15,"APD 50",10,-29.6020493752281
15,"APD 70",48.5,-52.7954076486027
15,"APD 90",209.5,-75.9887659219773
16,"APD 20",2.5,5.18798803483379
16,"APD 50",10,-29.2968736084732
16,"APD 70",49.5,-52.4902318818478
16,"APD 90",216.5,-75.3784143884674
17,"APD 20",2.5,5.18798803483379
17,"APD 50",10,-29.6020493752281
17,"APD 70",58.5,-52.7954076486027
17,"APD 90",210,-75.6835901552224
18,"APD 20",3,5.18798803483379
18,"APD 50",10.5,-29.2968736084732
18,"APD 70",57,-52.4902318818478
18,"APD 90",210.5,-75.3784143884674
19,"APD 20",3,4.57763650132393
19,"APD 50",10.5,-29.2968736084732
19,"APD 70",57,-52.4902318818478
19,"APD 90",218,-75.3784143884674
