"Sweep (n)","APD","APD value (ms)","APD value (mV)"
18,"APD 20",2.49999999999999,-5.18798803483379
18,"APD 50",15,-31.4331039757577
18,"APD 70",36.5,-48.5229469140337
18,"APD 90",115,-65.3076140855548
19,"APD 20",2.99999999999999,-7.01904263536336
19,"APD 50",15,-30.8227524422478
19,"APD 70",36.5,-47.9125953805238
19,"APD 90",110,-64.6972625520449
20,"APD 20",2.99999999999999,-7.32421840211829
20,"APD 50",15.5,-31.7382797425126
20,"APD 70",37.5,-48.8281226807886
20,"APD 90",117,-65.6127898523097
21,"APD 20",2.99999999999999,-7.01904263536336
21,"APD 50",15.5,-31.4331039757577
21,"APD 70",38,-48.5229469140337
21,"APD 90",119,-65.6127898523097
22,"APD 20",2.99999999999999,-7.32421840211829
22,"APD 50",15,-31.4331039757577
22,"APD 70",37.5,-48.8281226807886
22,"APD 90",116,-65.6127898523097
