"Sweep (n)","Peak x (ms)","Peak y (mV)"
549,6,43.8999969336206
550,6,43.5999969545753
551,6,43.7999969406055
552,6.1,43.5499969580678
553,6.1,43.749996944098
554,6,43.9499969301281
555,6,43.2499969790225
556,6,43.6499969510829
557,6.1,43.5499969580678
558,6,43.5999969545753
