"Sweep (n)","Peak x (ms)","Peak y (mV)"
539,7.2,55.6499961128926
540,7.3,55.4499961268624
541,7.3,55.2999961373398
542,7.2,55.3999961303549
543,7.2,55.49999612337
544,7.2,55.1999961443247
545,7.3,55.4499961268624
546,7.2,55.6499961128926
547,7.3,55.2999961373398
548,7.3,55.2499961408323
