"Sweep (n)","APD","APD value (ms)","APD value (mV)"
26,"APD 20",35.6,32.0648178129404
26,"APD 50",64.4,-3.47595198333864
26,"APD 90",167,-50.7171606770016
27,"APD 20",35.2,31.9671615675788
27,"APD 50",64.4,-3.4362791336605
27,"APD 90",166.8,-50.5096411556083
28,"APD 20",35.2,32.2235092116529
28,"APD 50",64.4,-3.45764143733334
28,"APD 90",166.8,-50.8270239530334
29,"APD 20",35.6,31.8603500492146
29,"APD 50",65.4,-3.55529768269492
29,"APD 90",168.8,-50.7110571616665
30,"APD 20",34.6,31.9915756289192
30,"APD 50",64,-3.35388167663667
30,"APD 90",169.4,-50.6835913426586
