"Sweep (n)","APD","APD value (ms)","APD value (mV)"
46,"APD 20",12.6,33.5845931313799
46,"APD 50",25.2,0.656127898523097
46,"APD 90",59,-43.5943582809416
47,"APD 20",12.6,33.4777816130157
47,"APD 50",24.4,0.750732386217125
47,"APD 90",58.4,-43.7499979219866
48,"APD 20",12.8,33.3557113063137
48,"APD 50",25,-0.329589828095323
48,"APD 90",58.4,-44.2596414524673
49,"APD 20",12.8,33.2488997879495
49,"APD 50",25,0.34484861643307
49,"APD 90",59,-44.1955545414488
50,"APD 20",12.4,33.43505700567
50,"APD 50",24.8,-0.0396728496781407
50,"APD 90",57.4,-43.9971902930581
