"Sweep (n)","APD","APD value (ms)","APD value (mV)"
6,"APD 20",36.2,26.8859850511092
6,"APD 50",61.2,-4.21447733888557
6,"APD 90",113.6,-45.7275368905585
7,"APD 20",35,26.9592272351304
7,"APD 50",60.8,-3.90014629912799
7,"APD 90",115.2,-45.3063943324367
8,"APD 20",36.2,26.9531237197953
8,"APD 50",62.2,-3.90319805679554
8,"APD 90",116.8,-45.2484109367533
9,"APD 20",35.8,26.8890368087768
9,"APD 50",62,-3.95202617947633
9,"APD 90",117.2,-45.1568582067268
10,"APD 20",37.2,26.873778020439
10,"APD 50",63.4,-4.24499491556106
10,"APD 90",116.4,-45.257566209756
