"Sweep (n)","APD","APD value (ms)","APD value (mV)"
113,"APD 20",9.2,37.3229962741278
113,"APD 50",39.8,3.09753403256253
113,"APD 90",89.2,-42.7154520726874
114,"APD 20",10,37.2680646361119
114,"APD 50",39.2,2.82897935781819
114,"APD 90",87.4,-43.1701639651522
115,"APD 20",8.6,37.1063214797318
115,"APD 50",35.8,2.3406981310103
115,"APD 90",86,-43.7591531949893
116,"APD 20",8.4,37.6312237985503
116,"APD 50",35.8,4.15649394320213
116,"APD 90",87.2,-40.4510478833658
117,"APD 20",8.4,37.2314435441013
117,"APD 50",37,3.16162094358106
117,"APD 90",88,-42.6116923119907
