"Sweep (n)","APD","APD value (ms)","APD value (mV)"
102,"APD 20",34.6,28.5430894645885
102,"APD 50",67,-1.73645011283555
102,"APD 90",136.6,-42.2180155728769
103,"APD 20",34.8,28.8177476546679
103,"APD 50",70.6,-1.36413567739453
103,"APD 90",132.8,-41.6870097387233
104,"APD 20",35.2,28.884886323354
104,"APD 50",67.8,-1.08337397198
104,"APD 90",133.8,-41.3879374873035
105,"APD 20",35.4,28.7414537129792
105,"APD 50",70.2,-1.18103021734157
105,"APD 90",133.2,-41.390989244971
106,"APD 20",34.4,28.5675035259289
106,"APD 50",67,-1.99890127224478
106,"APD 90",134.8,-42.6269511003285
