"Sweep (n)","APA (mV)"
1,103.723139604665
2,103.43017086858
3,103.478998991261
4,102.972407218448
5,103.472895475926
6,104.113764586112
7,103.344721653889
8,103.259272439198
9,103.69262202799
10,103.308100561879
11,102.972407218448
12,102.984614249118
13,103.271479469868
14,102.465815445635
15,102.191157255555
16,102.703852543704
17,102.087397494859
18,102.423090838289
19,101.568598691375
20,101.84936039679
21,102.392573261614
22,101.20238777127
23,102.703852543704
24,101.293940501296
25,101.910395550141
26,102.16063967888
27,101.617426814056
28,101.818842820114
29,101.733393605423
30,101.403803777328
31,101.818842820114
32,101.556391660705
33,102.362055684938
34,101.391596746658
35,101.354975654647
36,102.416987322954
37,102.099604525529
38,102.429194353624
39,104.791254788307
40,103.607172813298
41,102.313227562257
42,100.207514771648
43,100.366206170361
44,100.933833096525
45,99.5300245694525
46,98.9807081892936
47,99.1088820113307
48,99.8352003362074
49,99.7985792441968
50,100.64086436044
51,100.762934667142
52,102.050776402848
53,101.379389715987
54,100.610346783765
55,101.367182685317
56,102.239985378236
57,102.191157255555
58,101.348872139312
59,101.196284255934
60,101.275629955291
61,101.782221728104
62,102.13622561754
63,101.397700261993
64,101.025385826552
