"Sweep (n)","APA (mV)"
1,111.700434147639
2,112.426752472516
3,110.571283810646
4,108.64867648009
5,109.460444019658
6,109.265131528935
7,110.266108043891
8,111.181635344156
9,111.718744693644
10,111.535639233591
11,112.042231006405
12,111.218256436166
13,112.04833452174
14,111.889643123027
15,111.883539607692
16,112.597650901899
17,112.261957558468
18,111.505121656916
19,111.328119712198
20,112.194818889782
21,111.975092337719
22,110.888666608071
23,111.297602135523
24,110.919184184746
25,111.840815000346
26,111.535639233591
27,111.743158754985
28,110.931391215417
29,111.016840430108
30,111.505121656916
31,111.370844319544
32,111.901850153697
33,111.663813055628
34,111.859125546352
35,111.73705523965
36,109.020990915531
37,110.21727992121
38,107.745356210495
39,108.148188222612
40,106.78100078755
41,106.976313278273
42,107.806391363846
43,106.201166830715
44,108.02611791591
45,107.354731229049
46,108.319086651994
47,108.801264363467
48,108.715815148776
49,109.381098320302
50,107.684321057144
51,107.568354265777
52,107.476801535751
53,107.952875731889
54,107.110590615645
55,106.51854962814
56,105.798334818599
57,106.512446112805
58,104.235834892814
59,104.510493082893
60,104.541010659568
61,105.499262567179
