"Sweep (n)","Negative dV/dt max x (ms)","Negative dV/dt max y (V/s)"
73,107.6,-6.3781739706882
74,107.2,-6.50024428591669
75,107,-6.34765639188153
76,107.8,-6.48498549651313
77,107.4,-6.43920912830245
